501	resulta	349
502	sapagkat	347
503	School	346
504	malakas	346
505	magiging	345
506	isinulat	343
507	nagpapakita	343
508	lumabas	341
509	nagbigay	341
510	Amerikano	340
511	karakter	340
512	At	339
513	Halimbawa	338
514	awit	337
515	magkaroon	335
516	Romano	334
517	Ilog	333
518	kabila	333
519	karera	330
520	Unang	328
521	layunin	328
522	pangkalahatang	328
523	lupain	327
524	12	326
525	milyon	326
526	diyos	324
527	National	323
528	hari	323
529	pinakamataas	323
530	dumating	322
531	Kasama	320
532	magulang	320
533	kalaunan	319
534	mabilis	319
535	World	318
536	Timog	316
537	serbisyo	315
538	tuwing	315
539	linggo	314
540	City	313
541	dugo	313
542	indibidwal	313
543	nangangahulugang	313
544	New York	312
545	kinabibilangan	312
546	for	311
547	ibabaw	311
548	tahanan	311
549	2000	310
550	bato	310
551	lumitaw	310
552	kailangan	309
553	proseso	309
554	dagat	308
555	pamagat	308
556	tagumpay	307
557	mahigit	306
558	matagumpay	306
559	tauhan	306
560	11	305
561	25	305
562	produkto	305
563	labanan	304
564	mababang	304
565	2003	303
566	Matatagpuan	302
567	Pambansang	302
568	daan	302
569	A	301
570	Sinabi	301
571	John	300
572	Maaaring	300
573	bumalik	300
574	kultura	300
575	nagiging	300
576	agham	298
577	daigdig	298
578	kababaihan	298
579	pagsusuri	298
580	tawag	298
581	kaibigan	297
582	mamamayan	297
583	patungo	297
584	Espanya	296
585	Mayroong	296
586	minsan	296
587	2019	295
588	kamay	295
589	nagsimulang	295
590	2002	294
591	bagyo	294
592	ikatlong	294
593	Unibersidad	293
594	makikita	293
595	pangulo	292
596	posisyon	292
597	Award	291
598	partido	291
599	2001	290
600	Juan	290
601	ilog	290
602	kompanya	290
603	season	290
604	100	289
605	6	289
606	Karamihan	289
607	Walang	289
608	lakas	289
609	nakilala	289
610	Roma	288
611	ekonomiya	288
612	modernong	288
613	lipunan	287
614	umiiral	287
615	epekto	286
616	labis	286
617	problema	286
618	Kahit	285
619	Kilala	285
620	puno	279
621	tunog	279
622	14	277
623	Nagsimula	277
624	doon	277
625	hangin	277
626	katutubong	277
627	Bagong	276
628	mang-aawit	275
629	24	274
630	Hapones	274
631	bumubuo	274
632	pangyayari	274
633	tiyak	273
634	pagganap	272
635	punong	272
636	16	271
637	Tinatawag	271
638	ano	271
639	nakuha	270
640	edukasyon	269
641	larawan	269
642	nasabing	269
643	ulo	269
644	Philippine	268
645	gabi	268
646	hangganan	268
647	kaganapan	268
648	paksa	268
649	7	267
650	Asya	267
651	industriya	267
652	pananaw	267
653	mo	266
654	tulong	266
655	ukol	266
656	yugto	266
657	Bago	265
658	madaling	265
659	tungkulin	265
660	8	264
661	Pangulo	264
662	samantalang	264
663	Hilagang	263
664	gitna	263
665	maliban	263
666	sumali	263
667	I	262
668	kapwa	262
669	pamamaraan	262
670	ginagawa	261
671	18	260
672	Itinatag	260
673	mahusay	260
674	gamot	259
675	bandang	258
676	binuo	258
677	istasyon	258
678	karaniwan	258
679	pero	258
680	anime	257
681	disenyo	257
682	titik	257
683	estasyon	256
684	karagdagang	256
685	susunod	256
686	17	255
687	koponan	255
688	sumusunod	255
689	kasunod	254
690	naganap	253
691	paligid	253
692	sabihin	253
693	balat	252
694	distrito	252
695	impormasyon	252
696	nakaraang	251
697	sikat	251
698	Tagalog	250
699	pumasok	250
700	timog	250
701	Kaya	249
702	Tsino	249
703	13	248
704	Maaari	248
705	a	248
706	ibinigay	248
707	lumipat	248
708	malalaking	248
709	natatanging	248
710	negosyo	248
711	pulo	248
712	tinatayang	248
713	International	247
714	relasyon	247
715	Bukod	246
716	ganap	246
717	hinggil	246
718	kakayahan	246
719	maaring	246
720	paano	246
721	dulo	245
722	galing	245
723	maliliit	245
724	pinamagatang	245
725	kabisera	244
726	pitong	244
727	19	243
728	21	242
729	Aleman	242
730	proyekto	242
731	II	241
732	metro	241
733	nangyari	241
734	Jose	240
735	itaas	240
736	likas	240
737	Batas	239
738	nabuo	239
739	pinagmulan	239
740	kaugnayan	238
741	26	237
742	Kristiyano	237
743	Muslim	237
744	kabuuan	237
745	pamamahala	237
746	publiko	237
747	kilometro	236
748	malaki	236
749	nilikha	236
750	pananaliksik	236
751	sinasabing	236
752	Griyego	235
753	tanyag	235
754	Ginagamit	234
755	halaman	234
756	hanay	234
757	kaya't	234
758	humigit-kumulang	233
759	nakatanggap	233
760	Japan	232
761	Sila	232
762	guro	232
763	1990	231
764	ko	231
765	haba	230
766	pagkakaiba	230
767	1999	229
768	gayon	229
769	umalis	229
770	gobyerno	228
771	karagdagan	228
772	kumpanya	228
773	lumikha	228
774	Alemanya	225
775	Amerikanong	225
776	US	225
777	mismo	225
778	modelo	225
779	naninirahan	225
780	to	225
781	Marcos	224
782	gumagawa	224
783	maikling	224
784	operasyon	224
785	pamumuno	224
786	termino	224
787	Awards	223
788	pisikal	223
789	tren	223
790	damit	222
791	lalaking	222
792	sintomas	222
793	kauna-unahang	221
794	mahirap	221
795	paglalakbay	221
796	pamayanan	221
797	22	220
798	Simbahan	220
799	kolehiyo	220
800	Olimpiko	219
801	gawaing	219
802	taas	219
803	umabot	219
804	Best	218
805	Manila	218
806	sapat	218
807	nakita	217
808	ibig	216
809	klase	216
810	makabagong	216
811	numero	216
812	Pranses	215
813	daanan	215
814	pampolitika	215
815	1998	214
816	Hudyo	214
817	katumbas	214
818	Karaniwang	213
819	walong	213
820	kaalaman	212
821	maagang	212
822	nakakuha	212
823	p.	212
824	single	212
825	American	211
826	pagdiriwang	211
827	pagtaas	211
828	panganib	211
829	tinutukoy	211
830	23	210
831	mata	210
832	pag-unlad	210
833	pandaigdigang	210
834	pagkamatay	209
835	paglabas	209
836	2020	208
837	hugis	208
838	kaugnay	208
839	namang	208
840	Dito	207
841	TV	207
842	gumanap	207
843	kawalan	207
844	talaan	207
845	28	206
846	Nagkaroon	206
847	UK	206
848	base	206
849	pinalitan	206
850	Santa	205
851	gawin	205
852	Ehipto	204
853	kabataan	204
854	kada	204
855	kapaligiran	204
856	nais	204
857	Ibarra	203
858	College	202
859	kaniya	202
860	pampublikong	202
861	plano	202
862	presyo	202
863	Digmaang	201
864	Katoliko	201
865	Music	201
866	dami	201
867	elemento	201
868	radyo	201
869	relihiyon	201
870	Dr	200
871	Emperador	200
872	direktor	200
873	nangyayari	200
874	natuklasan	200
875	papunta	200
876	Pransiya	199
877	Rizal	199
878	akda	199
879	paniniwala	199
880	Latin	198
881	daang	198
882	Republika	197
883	barko	197
884	mababa	197
885	mahabang	197
886	naunang	197
887	pinakawalan	197
888	sangay	197
889	karapatan	196
890	kopya	196
891	nagtapos	196
892	parangal	195
893	1980	194
894	Center	194
895	Pablo	194
896	United	194
897	awitin	194
898	gumamit	194
899	paggamot	194
900	CE	193
901	Marami	193
902	enerhiya	193
903	kalayaan	193
904	matinding	193
905	pinakamahusay	193
906	Don	192
907	Luzon	192
908	Records	192
909	espesyal	192
910	kontrol	192
911	natagpuan	192
912	pagtatayo	192
913	pangangailangan	192
914	pahayag	191
915	27	190
916	binigyan	190
917	halalan	190
918	nakikita	190
919	selula	190
920	solong	190
921	tula	190
922	1997	189
923	India	189
924	hilaga	189
925	ika-19	189
926	larong	189
927	mahalaga	189
928	pagtatapos	189
929	pormal	189
930	1986	188
931	iyong	188
932	karne	188
933	network	188
934	sampung	188
935	29	187
936	9	187
937	Pilipinong	187
938	bundok	187
939	gilid	187
940	nakatuon	187
941	pagbibigay	187
942	pari	187
943	pinsala	187
944	programang	187
945	punto	187
946	Padre	186
947	itim	186
948	kakayahang	186
949	nayon	186
950	paglikha	186
951	ako	185
952	humantong	185
953	malinaw	185
954	natapos	185
955	taunang	185
956	South	184
957	kailangang	184
958	nga	184
959	Nasa	183
960	bahaging	183
961	kalagayan	183
962	Mas	182
963	barangay	182
964	isyu	182
965	kinakailangan	182
966	konsepto	182
967	nangungunang	182
968	sakop	182
969	Papa	181
970	inihayag	181
971	kalahati	181
972	lumang	181
973	makita	181
974	nagawa	181
975	Upang	180
976	munisipalidad	180
977	pagdating	180
978	patakaran	180
979	ginawang	178
980	grupong	178
981	kumakatawan	178
982	naturang	178
983	panlipunan	178
984	50	177
985	BCE	177
986	drama	177
987	kinuha	177
988	lalake	177
989	pagsasanay	177
990	binuksan	176
991	kaharian	176
992	kalapit	176
993	katotohanan	176
994	pamahalaang	176
995	tanggapan	176
996	1996	175
997	La	175
998	Una	175
999	bumuo	175
1000	dantaon	175
1001	kalagitnaan	175
1002	klima	175
1003	naitala	175
1004	nobela	175
1005	pribadong	175
1006	studio	175
1007	1992	174
1008	Italya	174
1009	ideya	174
1010	lindol	174
1011	David	173
1012	St	173
1013	aktor	173
1014	listahan	173
1015	1995	172
1016	Association	172
1017	High	172
1018	Samantala	172
1019	kasamang	172
1020	normal	172
1021	binago	170
1022	ito'y	170
1023	kasal	170
1024	magandang	170
1025	nangangailangan	170
1026	pagsulat	170
1027	siyam	170
1028	kalaunang	169
1029	komunidad	169
1030	pag-aari	169
1031	panig	169
1032	gayundin	168
1033	hilagang	168
1034	impeksiyon	168
1035	lokasyon	168
1036	nabanggit	168
1037	natitirang	168
1038	produksiyon	168
1039	teritoryo	168
1040	James	167
1041	agad	167
1042	kinikilala	167
1043	kundi	167
1044	1970	166
1045	Araw	166
1046	Espanyol	166
1047	kritiko	166
1048	naniniwala	166
1049	tala	166
1050	31	165
1051	ginto	165
1052	naglabas	165
1053	nagpatuloy	165
1054	pera	165
1055	senso	165
1056	temperatura	165
1057	Britanya	164
1058	Israel	164
1059	bababa	164
1060	baybayin	164
1061	kinatawan	164
1062	materyal	164
1063	mukha	164
1064	pangkalahatan	164
1065	pinangalanang	164
1066	puso	164
1067	tradisyon	164
1068	hiwalay	163
1069	kahoy	163
1070	kalikasan	163
1071	malawakang	163
1072	DNA	162
1073	ating	162
1074	libro	162
1075	media	162
1076	posibleng	162
1077	puwesto	162
1078	sundalo	162
1079	tulay	162
1080	Ministro	161
1081	institusyon	161
1082	kanluran	161
1083	pangkaraniwang	161
1084	hukbo	160
1085	ika-20	160
1086	nagdulot	160
1087	samahan	160
1088	ulit	160
1089	awiting	159
1090	dati	159
1091	sangkap	159
1092	silangan	159
1093	ulat	159
1094	Pedro	158
1095	Quezon	158
1096	Tokyo	158
1097	artikulo	158
1098	del	158
1099	karanasan	158
1100	personal	158
1101	pinaka	158
1102	terminong	158
1103	1960	157
1104	London	157
1105	datos	157
1106	estudyante	157
1107	kasunduan	157
1108	kondisyon	157
1109	magagamit	157
1110	may-akda	157
1111	music	157
1112	tatlo	157
1113	Kanyang	156
1114	ginanap	156
1115	ipinalabas	156
1116	katayuan	156
1117	panitikan	156
1118	popular	156
1119	1991	155
1120	interes	155
1121	isla	155
1122	kanser	155
1123	kompyuter	155
1124	pagtatanghal	155
1125	pamilyang	155
1126	pansin	155
1127	yunit	155
1128	North	154
1129	apoy	154
1130	gitnang	154
1131	inilarawan	154
1132	kaunting	154
1133	kita	154
1134	manga	154
1135	nahahati	154
1136	on	154
1137	puntos	154
1138	1994	153
1139	BK	153
1140	Canada	153
1141	Institute	153
1142	Silangang	153
1143	bukas	153
1144	seryeng	153
1145	sibil	153
1146	tradisyonal	153
1147	boto	152
1148	gastos	152
1149	impluwensiya	152
1150	inilagay	152
1151	matagal	152
1152	pinangalanan	152
1153	pinatay	152
1154	teksto	152
1155	liwanag	151
1156	mainit	151
1157	ministro	151
1158	parang	151
1159	record	151
1160	sasakyan	151
1161	tila	151
1162	track	151
1163	anyong	150
1164	likod	150
1165	makasaysayang	150
1166	mismong	150
1167	organisasyon	150
1168	simbolo	150
1169	1989	149
1170	kalusugan	149
1171	magmula	149
1172	natitira	149
1173	nilalang	149
1174	panloob	149
1175	petsa	149
1176	tinanggap	149
1177	Ikalawang	148
1178	Philippines	148
1179	dinala	148
1180	nagwagi	148
1181	nauugnay	148
1182	nilalaman	148
1183	Blg	147
1184	malayang	147
1185	nakatira	147
1186	natural	147
1187	species	147
1188	sulat	147
1189	umaabot	147
1190	Namatay	146
1191	hinirang	146
1192	ipinakita	146
1193	kagamitan	146
1194	kakulangan	146
1195	lawak	146
1196	medalya	146
1197	metal	146
1198	nananatiling	146
1199	pagpatay	146
1200	sanggol	146
1201	tumaas	146
1202	ugat	146
1203	Kaharian	145
1204	ipinakilala	145
1205	malamang	145
1206	pamilihan	145
1207	panlabas	145
1208	rock	145
1209	sinimulan	145
1210	Hitler	144
1211	Muhammad	144
1212	Tulad	144
1213	kalaban	144
1214	patungong	144
1215	simpleng	144
1216	tatak	144
1217	Gitnang	143
1218	Simula	143
1219	anong	143
1220	edisyon	143
1221	kasarian	143
1222	malaman	143
1223	tamang	143
1224	tirahan	143
1225	200	142
1226	British	142
1227	Madalas	142
1228	Punong	142
1229	la	142
1230	manggagawa	142
1231	nagsisimula	142
1232	1987	141
1233	Festival	141
1234	bakit	141
1235	pagtuturo	141
1236	suporta	141
1237	teoriya	141
1238	Abenida	140
1239	Sobyet	140
1240	harap	140
1241	makuha	140
1242	muna	140
1243	nagtatag	140
1244	nawala	140
1245	pangyayaring	140
1246	puting	140
1247	1993	139
1248	imahe	139
1249	mamatay	139
1250	nanatili	139
1251	paaralang	139
1252	pagbuo	139
1253	pasahero	139
1254	40	138
1255	Pangulong	138
1256	Pokémon	138
1257	isda	138
1258	lumaki	138
1259	matatag	138
1260	obispo	138
1261	patay	138
1262	sasakyang	138
1263	tampok	138
1264	tumagal	138
1265	Love	137
1266	Park	137
1267	direktang	137
1268	kahirapan	137
1269	salaysay	137
1270	umaga	137
1271	gas	136
1272	gayong	136
1273	internasyonal	136
1274	nabubuhay	136
1275	nag-iisang	136
1276	pagkilala	136
1277	paglalarawan	136
1278	tindahan	136
1279	tungo	136
1280	Hari	135
1281	kampus	135
1282	kapanahunan	135
1283	labi	135
1284	live	135
1285	paa	135
1286	paghahanap	135
1287	sinundan	135
1288	teknolohiya	135
1289	dulot	134
1290	ebidensiya	134
1291	gusto	134
1292	kesa	134
1293	lumilitaw	134
1294	marahil	134
1295	pinamumunuan	134
1296	Academy	133
1297	Banal	133
1298	Entertainment	133
1299	Santo	133
1300	Simbahang	133
1301	angkop	133
1302	bunga	133
1303	laki	133
1304	mabuti	133
1305	pinili	133
1306	piraso	133
1307	Ama	132
1308	Australia	132
1309	De	132
1310	Lahat	132
1311	Malaysia	132
1312	buto	132
1313	gaanong	132
1314	katagang	132
1315	natin	132
1316	propesyonal	132
1317	trono	132
1318	Hall	131
1319	game	131
1320	inilathala	131
1321	lebel	131
1322	lubos	131
1323	nagngangalang	131
1324	pag-ibig	131
1325	palaging	131
1326	utak	131
1327	Ilan	130
1328	Star	130
1329	bituin	130
1330	estilo	130
1331	gumaganap	130
1332	iba't-ibang	130
1333	ipinahayag	130
1334	ka	130
1335	magbigay	130
1336	ninuno	130
1337	pagsubok	130
1338	Hanggang	129
1339	You	129
1340	espesye	129
1341	hinaharap	129
1342	katapusan	129
1343	ngipin	129
1344	pagkaraan	129
1345	pamumuhay	129
1346	pareho	129
1347	1945	128
1348	Group	128
1349	Indonesia	128
1350	Miss	128
1351	aking	128
1352	kalalakihan	128
1353	lahi	128
1354	natalo	128
1355	paraang	128
1356	takot	128
1357	Estado	127
1358	Filipino	127
1359	Haring	127
1360	kabanata	127
1361	katedral	127
1362	kontrata	127
1363	langis	127
1364	liham	127
1365	minuto	127
1366	nagtatrabaho	127
1367	California	126
1368	Corporation	126
1369	Lee	126
1370	Nakuha	126
1371	awtoridad	126
1372	inilunsad	126
1373	kalakalan	126
1374	kalidad	126
1375	laman	126
1376	nagsasalita	126
1377	paghahari	126
1378	pinaniniwalaang	126
1379	sinasabi	126
1380	sino	126
1381	tema	126
1382	Film	125
1383	aspeto	125
1384	baga	125
1385	bersiyon	125
1386	inilipat	125
1387	katangiang	125
1388	kumpara	125
1389	maayos	125
1390	nagaganap	125
1391	ruta	125
1392	silangang	125
1393	titulo	125
1394	kadalasan	124
1395	naglalarawan	124
1396	nanatiling	124
1397	ospital	124
1398	pagkawala	124
1399	paglipas	124
1400	sumulat	124
1401	1975	123
1402	1981	123
1403	Aprika	123
1404	III	123
1405	Los	123
1406	Palarong	123
1407	Paul	123
1408	bisa	123
1409	maiwasan	123
1410	nakasulat	123
1411	pag-atake	123
1412	pahayagan	123
1413	paliparan	123
1414	sekswal	123
1415	talagang	123
1416	Dalawang	122
1417	Europeo	122
1418	Super	122
1419	baka	122
1420	hakbang	122
1421	wakas	122
1422	1983	121
1423	biktima	121
1424	buhok	121
1425	karapatang	121
1426	manonood	121
1427	natanggap	121
1428	parte	121
1429	pinakamatandang	121
1430	salapi	121
1431	Grand	120
1432	direksiyon	120
1433	mabuting	120
1434	pulis	120
1435	regular	120
1436	siyentipiko	120
1437	Anak	119
1438	Diego	119
1439	Imperyo	119
1440	Kalakhang	119
1441	Kasunod	119
1442	One	119
1443	Robert	119
1444	aktibidad	119
1445	aktres	119
1446	ibaba	119
1447	kahabaan	119
1448	kapanganakan	119
1449	katunayan	119
1450	may-ari	119
1451	pagtanggap	119
1452	seremonya	119
1453	solo	119
1454	tabi	119
1455	Mindanao	118
1456	No	118
1457	bumagsak	118
1458	daloy	118
1459	kahalagahan	118
1460	kilos	118
1461	km	118
1462	kumuha	118
1463	malubhang	118
1464	milya	118
1465	organismo	118
1466	pahina	118
1467	politika	118
1468	saklaw	118
1469	60	117
1470	Black	117
1471	Ginawa	117
1472	Pandaigdig	117
1473	Paris	117
1474	William	117
1475	host	117
1476	kailan	117
1477	kalahok	117
1478	kuryente	117
1479	literal	117
1480	mahahalagang	117
1481	maliwanag	117
1482	medyo	117
1483	no	117
1484	pares	117
1485	1984	116
1486	Ilang	116
1487	Islam	116
1488	Network	116
1489	bahagyang	116
1490	bangko	116
1491	dokumento	116
1492	galaw	116
1493	gitara	116
1494	inilalarawan	116
1495	ipakita	116
1496	kapalit	116
1497	mabilisang	116
1498	pamamaraang	116
1499	pananampalataya	116
1500	1988	115
1501	Angeles	115
1502	Binubuo	115
1503	Halos	115
1504	bakterya	115
1505	debut	115
1506	iisang	115
1507	kinakatawan	115
1508	nagdudulot	115
1509	nakamit	115
1510	nanirahan	115
1511	pader	115
1512	pag	115
1513	pagbabalik	115
1514	pagbagsak	115
1515	pagbubukas	115
1516	pagsusulat	115
1517	pamantayan	115
1518	pilosopiya	115
1519	solusyon	115
1520	tagahanga	115
1521	Kristiyanismo	114
1522	Pero	114
1523	ba	114
1524	dahon	114
1525	diin	114
1526	gantimpala	114
1527	iminungkahi	114
1528	inspirasyon	114
1529	itinalaga	114
1530	kailanman	114
1531	lalong	114
1532	legal	114
1533	nagbabago	114
1534	nagtrabaho	114
1535	pagsabog	114
1536	pananakop	114
1537	pansamantalang	114
1538	papa	114
1539	pasyente	114
1540	produktong	114
1541	Hukbong	113
1542	Karaniwan	113
1543	bukod	113
1544	maling	113
1545	pag-iisip	113
1546	pagpasok	113
1547	paligsahan	113
1548	presyon	113
1549	rekord	113
1550	1950	112
1551	Heneral	112
1552	bilis	112
1553	digital	112
1554	katayuang	112
1555	label	112
1556	merkado	112
1557	nagbago	112
1558	nagsisilbing	112
1559	palitan	112
1560	positibong	112
1561	Bayan	111
1562	China	111
1563	Nanalo	111
1564	alamat	111
1565	direksyon	111
1566	episode	111
1567	iilang	111
1568	ikaapat	111
1569	kakaibang	111
1570	kaliwa	111
1571	kanan	111
1572	kasalanan	111
1573	minsang	111
1574	nobelang	111
1575	online	111
1576	pagsasama	111
1577	puwersa	111
1578	silid	111
1579	siyudad	111
1580	tugon	111
1581	ugnayan	111
1582	Antonio	110
1583	House	110
1584	My	110
1585	State	110
1586	ibon	110
1587	mangyari	110
1588	politiko	110
1589	school	110
1590	taga	110
1591	totoo	110
1592	America	109
1593	Kapitan	109
1594	balita	109
1595	bulaklak	109
1596	damdamin	109
1597	high	109
1598	isinasagawa	109
1599	kaguluhan	109
1600	kalye	109
1601	landas	109
1602	lihim	109
1603	makakuha	109
1604	malalim	109
1605	nakabatay	109
1606	nominasyon	109
1607	pangatlong	109
1608	patinig	109
1609	residente	109
1610	sitwasyon	109
1611	tradisyunal	109
1612	1985	108
1613	Eskosya	108
1614	Kadalasan	108
1615	Ngayon	108
1616	bilyon	108
1617	gawing	108
1618	ginampanan	108
1619	guhit	108
1620	ika-17	108
1621	imperyo	108
1622	kantang	108
1623	nagtatampok	108
1624	planeta	108
1625	seksuwal	108
1626	talampakan	108
1627	tumanggap	108
1628	yards	108
1629	Francisco	107
1630	Imperyong	107
1631	Japanese	107
1632	Pelikula	107
